"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","위도","경도"
"872","준주거지역_4408","UQA130","준주거지역","105073","12000462","준주거지역"," ","37.5583156","126.9792131"
"873","제2종일반주거지역_01402","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.557849","126.9402932"
"874","제3종일반주거지역_00305","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.614114","127.0204973"
"898","제1종일반주거지역_00412","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6239295","127.079536"
"899","제2종일반주거지역_00610","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5900946","126.9214294"
"900","제2종일반주거지역(7층이하)_00387","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5944621","127.0132452"
"901","제2종일반주거지역(7층이하)_UQA12420100310153","UQA124","제2종일반주거지역(7층이하)","UQA12420100310153","58020813","제2종일반주거(7층)","20100128","37.4834642","126.8879313"
"903","제3종일반주거지역_00451","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5549959","126.9168727"
"904","제2종일반주거지역_01253","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5008091","127.0946298"
"905","준주거지역_4564","UQA130","준주거지역"," "," ","준주거지역"," ","37.5694969","127.0563864"
"920","제1종일반주거지역_00270","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5980878","127.0153678"
"928","제1종일반주거지역_00322","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6321226","127.0255832"
"929","제1종일반주거지역_00669","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5546347","126.912911"
"931","제1종일반주거지역_00899","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5537218","126.8153658"
"934","제3종일반주거지역_00345","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6259136","127.0876458"
"937","제2종일반주거지역(7층이하)_00225","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5351758","127.0735983"
"942","제2종일반주거지역_01410","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5248071","126.8405094"
"943","제2종일반주거지역(7층이하)_00016","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4981695","127.1290441"
"946","제2종일반주거지역_00550","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6149134","126.9068241"
"947","제1종일반주거지역_00743","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5128948","126.8742771"
"948","제1종일반주거지역_00896","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5332449","126.8561155"
"950","제3종일반주거지역_00288","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5952185","127.0331914"
"936","준주거지역_UQA13020091104007","UQA130","준주거지역","UQA13020091104007","2326","준주거지역"," ","37.6136691","127.0786535"
"938","제1종일반주거지역_00055","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5772196","126.9614445"
"939","제3종일반주거지역_00184","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5899797","127.0613763"
"940","제3종일반주거지역_001","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6173594","127.1068709"
"944","제2종일반주거지역_00731","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5509245","126.9363606"
"960","준주거지역_4177","UQA130","준주거지역","30570","1658","준주거지역"," ","37.5744515","127.0387718"
"945","제1종일반주거지역_00580","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5937401","126.9312042"
"949","제1종일반주거지역_01065","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.475396","126.9625813"
"952","제2종일반주거지역_00329","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5780569","127.0908485"
"954","제2종일반주거지역(7층이하)_00743","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5391096","126.8354486"
"955","제2종일반주거지역_UQA12220101123522","UQA122","제2종일반주거지역","UQA12220101123522","58025291","제2종일반주거지역","20100916","37.6129187","126.9335108"
"958","제2종일반주거지역_00420","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6552831","127.043299"
"965","제3종일반주거지역_00011","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5290982","127.1336349"
"967","제2종일반주거지역(7층이하)_00541","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.61148","126.9329432"
"971","제2종일반주거지역_00725","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5516414","126.9187683"
"951","제1종일반주거지역_00968","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.466524","126.9033003"
"953","제2종일반주거지역_00029","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5501862","127.1410266"
"956","제3종일반주거지역_00479","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5527169","126.86121"
"959","제1종일반주거지역_00738","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5156859","126.8693301"
"961","제1종일반주거지역_00870","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5300137","126.8536672"
"962","제2종일반주거지역(7층이하)_00447","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.669264","127.036668"
"963","준주거지역_4809","UQA130","준주거지역"," "," ","준주거지역"," ","37.4868543","126.9003575"
"964","제1종일반주거지역_00539","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5970504","126.9067531"
"968","제1종일반주거지역_00031","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6105023","126.9789278"
"925","제2종일반주거지역_00135","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5410007","127.0107968"
"927","제2종일반주거지역_01100","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4917773","126.9905232"
"930","제1종일반주거지역_UQA12120111110400","UQA121","제1종일반주거지역","UQA12120111110400","58028008","제1종일반주거지역","20111027","37.5490803","127.0310564"
"932","제3종일반주거지역_UQA12320091214001","UQA123","제3종일반주거지역","UQA12320091214001","58008588","제3종일반주거지역"," ","37.5875242","127.0687001"
"933","제2종일반주거지역(7층이하)_00700","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5550234","126.8184142"
"908","제2종일반주거지역_UQA12220090212910","UQA122","제2종일반주거지역","UQA12220090212910","58013240","제2종일반주거지역"," ","37.5876011","127.0393499"
"909","제2종일반주거지역(7층이하)_00648","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5385283","126.9483217"
"910","제3종일반주거지역_00307","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6414905","127.0211415"
"917","제2종일반주거지역_UQA12220091218003","UQA122","제2종일반주거지역","UQA12220091218003","58007504","제2종일반주거지역"," ","37.6771503","127.0469632"
"890","제2종일반주거지역(7층이하)_20110412","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5256906","126.8503201"
"891","제2종일반주거지역(7층이하)_00097","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5787735","127.0053507"
"895","제2종일반주거지역_00557","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6047664","126.9125743"
"1017","제2종일반주거지역(7층이하)_00073","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5314561","127.1424652"
"1018","제2종일반주거지역(7층이하)_00096","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5722896","126.9695837"
"1019","제2종일반주거지역(7층이하)_00346","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5999241","127.0862721"
"1021","준주거지역_3927","UQA130","준주거지역"," "," ","준주거지역"," ","37.5360449","127.0956592"
"1023","제2종일반주거지역_00002","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4930304","127.1182858"
"1024","제3종일반주거지역_00563","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5166249","126.9132065"
"973","제2종일반주거지역_01496","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4735184","126.983478"
"1025","제3종일반주거지역_UQA12320110523946","UQA123","제3종일반주거지역","UQA12320110523946","58027195","제3종일반주거지역","20101103","37.4811285","127.1438696"
"1026","제1종일반주거지역_00332","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6608043","127.0093731"
"1027","제2종일반주거지역_00745","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5496129","126.9572961"
"1031","제2종일반주거지역_01274","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4971526","127.1191674"
"1034","제2종일반주거지역_00137","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5416141","127.0167769"
"1038","준주거지역_4834","UQA130","준주거지역"," "," ","준주거지역"," ","37.5495218","126.9395217"
"976","제2종일반주거지역(7층이하)_00485","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6370009","127.0705481"
"981","제2종일반주거지역_01443","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5003035","126.9589494"
"985","제2종일반주거지역_01141","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.478646","126.9886012"
"986","제2종일반주거지역_00103","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5232064","126.9687438"
"989","제3종일반주거지역_00372","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5839966","126.9181606"
"990","제1종일반주거지역_01108","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4748202","126.9133946"
"992","제2종일반주거지역(7층이하)_00747","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.505291","126.8481676"
"993","제2종일반주거지역_00245","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5775794","127.0557844"
"994","제2종일반주거지역_00885","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4935888","126.8524539"
"996","제1종일반주거지역_00873","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5312072","126.8629643"
"997","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5014005","126.9115645"
"998","제2종일반주거지역_UQA12220091217005","UQA122","제2종일반주거지역","UQA12220091217005","58019829","제2종일반주거지역"," ","37.4642989","127.0230212"
"1000","제2종일반주거지역_00281","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5752507","127.0584553"
"969","제3종일반주거지역_00489","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5739329","126.8077316"
