"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","위도","경도"
"741","제2종일반주거지역(7층이하)_00836","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4985054","126.9371903"
"742","제2종일반주거지역_00292","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5882811","127.0685586"
"743","제2종일반주거지역_01432","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4991335","126.9043395"
"744","제1종일반주거지역_00729","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5231057","126.866112"
"747","제2종일반주거지역_00794","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5282632","126.8330465"
"748","제1종일반주거지역_00058","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5879817","126.9950394"
"705","제2종일반주거지역(7층이하)_00131","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5337085","127.0108324"
"706","제2종일반주거지역_01293","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5091175","127.1105743"
"709","제3종일반주거지역_00419","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5463649","126.9296373"
"711","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5040187","126.9107988"
"716","제2종일반주거지역(7층이하)_00047","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5313705","127.1139468"
"719","제1종일반주거지역_00465","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6419262","127.0721318"
"661","제1종일반주거지역_01013","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5073966","126.9478287"
"662","제2종일반주거지역(7층이하)_00103","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5996848","126.9619909"
"667","제1종일반주거지역_00379","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6623086","127.0417244"
"669","제3종일반주거지역_00552","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5282176","126.9085907"
"674","제2종일반주거지역(7층이하)_00845","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4776588","126.9509007"
"678","제2종일반주거지역(7층이하)_00441","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6634766","127.028656"
"681","제2종일반주거지역_00335","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6160024","127.0823301"
"683","준주거지역_4757","UQA130","준주거지역"," "," ","준주거지역"," ","37.5688949","126.9735036"
"684","제2종일반주거지역_00921","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5022057","126.8494524"
"687","제2종일반주거지역_00656","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5945454","126.9350755"
"690","제1종일반주거지역_01040","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4735931","126.9728714"
"692","제1종일반주거지역_00758","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5159159","126.8570305"
"694","제2종일반주거지역_01351","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5628215","127.0196659"
"698","제1종일반주거지역_00041","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5816492","127.0139651"
"714","제2종일반주거지역(7층이하)_UQA12420110530970","UQA124","제2종일반주거지역(7층이하)","UQA12420110530970","58027233","제2종일반주거지역(7층이하)","20110217","37.5378211","127.0522532"
"723","제1종일반주거지역_01209","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4997591","127.0584855"
"767","제1종일반주거지역_00185","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5733388","127.0487534"
"769","제2종일반주거지역_00944","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5410993","126.8937835"
"772","제2종일반주거지역_01326","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.562193","127.0135857"
"773","제2종일반주거지역_00059","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5831421","126.9976592"
"777","제3종일반주거지역_00110","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.564693","127.0450643"
"778","제2종일반주거지역_01484","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5113112","126.9461266"
"782","제2종일반주거지역_00798","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5402255","126.826254"
"787","제2종일반주거지역_00111","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5360683","127.0026902"
"788","제3종일반주거지역_00989","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5012977","126.9074063"
"790","제2종일반주거지역_01299","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5003572","127.1518973"
"791","제1종일반주거지역_01225","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5311206","127.0343198"
"792","제1종일반주거지역_00142","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5343333","127.0822137"
"752","제1종일반주거지역_01003","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5098519","126.9040476"
"755","제2종일반주거지역_00440","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6595946","127.0234273"
"756","준주거지역_4086","UQA130","준주거지역","44625","1879","준주거지역"," ","37.4722041","126.918943"
"726","제2종일반주거지역_00958","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.513411","126.9201811"
"728","제2종일반주거지역_UQA12220120510801","UQA122","제2종일반주거지역","UQA12220120510801","58028996","제2종일반주거지역","20120119","37.54734","127.0231125"
"733","제2종일반주거지역(7층이하)_00822","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4943037","126.9085193"
"734","제2종일반주거지역_00249","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5741713","127.0498798"
"735","준주거지역_4553","UQA130","준주거지역"," "," ","준주거지역"," ","37.6397078","127.0739854"
"740","제1종일반주거지역_00092","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5366394","126.9541183"
"746","제3종일반주거지역_UQA12320100421296","UQA123","제3종일반주거지역","UQA12320100421296","58021751","제3종일반주거지역","20100415","37.60423","127.0231538"
"749","제2종일반주거지역(7층이하)_00176","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5574242","127.0288483"
"751","제2종일반주거지역_00496","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6227787","127.0800739"
"753","제3종일반주거지역_00357","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6280237","127.0628404"
"754","제2종일반주거지역(7층이하)_00991","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4903864","127.1023969"
"758","제2종일반주거지역(7층이하)_00999","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4885884","127.0484273"
"759","제2종일반주거지역(7층이하)_00156","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5550106","127.0376879"
"763","제2종일반주거지역(7층이하)_00026","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4916001","127.1426604"
"655","제1종전용주거지역_19","UQA111","제1종전용주거지역"," "," ","제1종전용주거지역"," ","37.5694145","126.9246805"
"656","제2종일반주거지역(7층이하)_00150","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5561407","127.0254365"
"658","제1종일반주거지역_UQA12120130624535","UQA121","제1종일반주거지역","UQA12120130624535","58031380","제1종일반주거지역","20130425","37.565271","126.8557187"
"659","제2종일반주거지역(7층이하)_UQA12420130624537","UQA124","제2종일반주거지역(7층이하)","UQA12420130624537","58031380","제2종일반주거지역(7층)","20130425","37.5643027","126.8551821"
"663","제2종일반주거지역(7층이하)_UQA12420100609408","UQA124","제2종일반주거지역(7층이하)","UQA12420100609408","58022693","제2종일반주거지역(7층이하)","20100603","37.5456733","126.9366904"
"665","제3종일반주거지역_00430","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5737817","126.8971214"
"666","제3종일반주거지역_UQA12320101201556","UQA123","제3종일반주거지역","UQA12320101201556","58025511","제3종일반주거지역","20100930","37.5862465","127.0431719"
"668","제2종일반주거지역(7층이하)_00459","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6806241","127.0567405"
"670","제1종일반주거지역_00792","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5321386","126.8288388"
"672","제3종일반주거지역_00508","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5006534","126.8884986"
"673","제1종일반주거지역_00848","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5632331","126.8485783"
"675","제1종일반주거지역_01058","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4843854","126.9484142"
"676","제2종일반주거지역_00023","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5401204","127.1387097"
"677","제1종일반주거지역_00566","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6171905","126.9349222"
"682","제3종일반주거지역_00454","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5112349","126.8467877"
"685","제2종일반주거지역_01415","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5164556","126.8523508"
"686","제3종일반주거지역_00211","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5738724","127.0495728"
"688","제2종일반주거지역_00831","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5691286","126.8492101"
"689","제3종일반주거지역_00304","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6185679","127.0209726"
"691","제3종일반주거지역_UQA12320110907225","UQA123","제3종일반주거지역","UQA12320110907225","58027741","제3종일반주거지역","20110804","37.5493983","126.931268"
"693","제2종일반주거지역_00038","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5298335","127.1446377"
"695","제2종일반주거지역(7층이하)_00058","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5344869","127.1427268"
"696","제2종일반주거지역_01391","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5844573","127.0094898"
"697","제1종일반주거지역_00569","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5875783","126.9257339"
"699","제2종일반주거지역(7층이하)_00134","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5275867","127.0036289"
"700","제2종일반주거지역(7층이하)_00180","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5416347","127.0197587"
"701","제3종일반주거지역_00255","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5909862","127.0865666"
"766","제3종일반주거지역_00521","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5001455","126.8456345"
"768","제3종일반주거지역_UQA12320060607301","UQA123","제3종일반주거지역","UQA12320060607301","9141","제3종일반주거지역"," ","37.5527164","126.8270102"
"770","제1종일반주거지역_00381","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6795914","127.0431898"
"786","제2종일반주거지역(7층이하)_UQA12420111108393","UQA124","제2종일반주거지역(7층이하)","UQA12420111108393","58027988","제2종일반주거지역(7층)","20111027","37.6047336","127.0752939"
"789","제3종일반주거지역_00223","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5856483","127.0336893"
"794","준주거지역_4783","UQA130","준주거지역","32761","1825","준주거지역"," ","37.602472","127.0810787"
"795","제1종일반주거지역_00775","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5181131","126.8371896"
"797","제3종일반주거지역_00009","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5414127","127.1244256"
"799","제1종일반주거지역_00305","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5947158","127.0016523"
"800","제1종일반주거지역_01261","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4840875","127.0818024"
"801","제2종일반주거지역_00016","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5353442","127.1419847"
"836","제2종일반주거지역_00005","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5098239","127.1272023"
"793","제1종일반주거지역_00507","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6406538","127.0743746"
"796","제1종일반주거지역_00445","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6527452","127.0629841"
"798","제2종일반주거지역_00832","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5686517","126.8511963"
"802","제2종일반주거지역_00391","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6335274","127.0336122"
"807","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5061757","126.9121188"
"809","제2종일반주거지역_101769","UQA122","제2종일반주거지역","101769","11500015","제2종일반주거지역"," ","37.5212232","126.8525652"
"810","제2종일반주거지역(7층이하)_00163","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5590169","127.0725169"
"837","제1종일반주거지역_00749","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5217307","126.8627699"
"839","제1종일반주거지역_00712","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5351852","126.8855121"
"840","제2종일반주거지역_00406","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6186941","127.0191589"
"841","제3종일반주거지역_00117","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5617113","127.0610675"
"843","제3종일반주거지역_00687","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5510288","127.025749"
"845","제2종일반주거지역_01010","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4996285","126.8994798"
"846","제2종일반주거지역_00031","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5538744","127.1333429"
"847","제2종일반주거지역_01117","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4935115","127.0234155"
"811","제2종일반주거지역(7층이하)_00435","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6496639","127.0231918"
"815","제3종일반주거지역_00340","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6183508","127.0624247"
"817","제1종일반주거지역_5704","UQA121","제1종일반주거지역","100917","11000048","제1종일반주거지역"," ","37.5693246","126.929511"
"818","제1종일반주거지역_00193","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5868364","127.071708"
"819","제2종일반주거지역(7층이하)_00752","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4943998","126.8915791"
"821","제3종일반주거지역_UQA12320081219804","UQA123","제3종일반주거지역","UQA12320081219804","58011942","제3종일반주거지역"," ","37.5870523","126.9214425"
"803","제1종일반주거지역_5810","UQA121","제1종일반주거지역","100904","11000048","제1종일반주거지역"," ","37.5532035","126.8298859"
"804","제1종일반주거지역_00129","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5495162","127.0190023"
"806","제2종일반주거지역_01472","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4929163","126.9536055"
"812","제1종일반주거지역_00367","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6581442","127.0217691"
"813","제2종일반주거지역(7층이하)_00527","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6053967","126.934377"
"814","제2종일반주거지역_01245","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.524442","127.1262595"
"816","제2종일반주거지역_01380","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5916653","127.0733528"
"820","제3종일반주거지역_00036","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5765792","126.9985956"
"824","제3종일반주거지역_UQA12320060131198","UQA123","제3종일반주거지역","UQA12320060131198","7937","제3종일반주거지역"," ","37.546496","126.9360035"
"828","제3종일반주거지역_2262","UQA123","제3종일반주거지역","104916","12000461","제3종일반주거지역"," ","37.4994137","126.9104883"
"833","제2종일반주거지역_UQA12220110822188","UQA122","제2종일반주거지역","UQA12220110822188","58027674","제2종일반주거지역","20100527","37.5500954","126.9620112"
"835","제3종일반주거지역_00634","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4907475","127.0207905"
"771","제2종일반주거지역_00381","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5831996","127.0164169"
"774","제1종일반주거지역_00125","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5515331","127.0201418"
"775","준주거지역_UQA13020100526392","UQA130","준주거지역","UQA13020100526392","58018249","준주거지역","20090928","37.4729237","127.1030444"
"776","제2종일반주거지역(7층이하)_00800","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5027185","126.8981753"
"779","제1종일반주거지역_00259","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6146041","127.0680059"
"781","제2종일반주거지역_01396","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6254117","127.0911339"
"783","제2종일반주거지역(7층이하)_00942","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5187251","127.0380122"
"784","제3종일반주거지역_00603","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4706001","126.9648353"
"757","제2종일반주거지역(7층이하)_00199","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5418296","127.0124664"
"760","제2종일반주거지역_00718","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5644051","126.9104413"
"762","제2종일반주거지역(7층이하)_00112","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5508557","127.0068302"
"764","제2종일반주거지역_00078","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5607548","127.004502"
"765","323","UQA123","제3종일반주거지역","UQA12320091123038","58019387","제3종일반주거지역"," ","37.4909717","126.9460426"
"877","제1종일반주거지역_UQA12120100309136","UQA121","제1종일반주거지역","UQA12120100309136","58020751","제1종일반주거지역","20091001","37.523783","126.9979048"
"881","제3종일반주거지역_1589_1","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5420321","127.1254816"
"882","제1종일반주거지역_00306","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5987056","127.0117178"
"883","제1종일반주거지역_00959","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4694748","126.9015849"
"885","제1종일반주거지역_01114","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4893193","126.9536887"
"886","제2종일반주거지역(7층이하)_00388","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.617945","127.0567528"
"887","제3종일반주거지역_00304","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6181546","127.019245"
"892","제2종일반주거지역(7층이하)_00024","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5011249","127.1362955"
"893","제2종일반주거지역(7층이하)_00946","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5139919","127.0474254"
"894","제3종일반주거지역_00630","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4830878","126.9037035"
"896","제3종일반주거지역_00063","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5634177","127.0054497"
"897","제2종일반주거지역_00350","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5919622","127.0381562"
"902","제2종일반주거지역(7층이하)_00517","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5888707","126.9100811"
"906","제2종일반주거지역(7층이하)_00002","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4916839","127.1236673"
"907","제2종일반주거지역_01196","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5145168","127.0280069"
"911","준주거지역_4406","UQA130","준주거지역","101407","11000489","준주거지역"," ","37.5669464","126.970868"
"912","제2종일반주거지역_UQA12220131122884","UQA122","제2종일반주거지역","UQA12220131122884","58032151","제2종일반주거지역(12층이하)","20130214","37.5990283","126.9318076"
"914","제2종일반주거지역_00474","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6702108","127.0598966"
"916","제2종일반주거지역_00654","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5891283","126.9349992"
"918","제2종일반주거지역(7층이하)_00488","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6338418","127.0712894"
"919","제1종일반주거지역_00227","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5934025","127.1008399"
"921","제3종일반주거지역_00020","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.544572","127.1277223"
"922","제2종일반주거지역_00332","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5789024","127.09489"
"923","제1종일반주거지역_00513","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6777598","127.051722"
"884","제2종일반주거지역(7층이하)_00052","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5480333","127.1467411"
"888","제2종일반주거지역(7층이하)_00599","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5847176","126.9344763"
"889","제2종일반주거지역_00254","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5889859","127.0411514"
"926","제3종일반주거지역_00771","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4807047","126.9097899"
"822","제2종일반주거지역(7층이하)_00412","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6278445","127.0413366"
"823","제2종일반주거지역_00312","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.595835","127.0766097"
"825","제2종일반주거지역(7층이하)_00615","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5534736","126.9521975"
"826","제1종일반주거지역_00624","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5928385","126.9510023"
"827","제1종일반주거지역_01280","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4914893","127.0852069"
"829","제2종일반주거지역(7층이하)_00767","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4896755","126.8826912"
"830","268","UQA124","제2종일반주거지역(7층이하)","UQA12420091203048","58019634","제2종일반주거지역(7층이하)"," ","37.5735157","126.9669474"
"831","제3종일반주거지역_00282","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5833647","127.0282613"
"832","제2종일반주거지역(7층이하)_00579","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5677236","126.9614477"
"853","제2종일반주거지역_01321","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5631007","127.0141834"
"856","제1종일반주거지역_00494","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6538023","127.0732639"
"864","제3종일반주거지역_UQA12320091211002","UQA123","제3종일반주거지역","UQA12320091211002","12000334","제3종일반주거지역"," ","37.5571311","127.0794278"
"866","제3종일반주거지역_00105","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5654445","127.0397319"
"876","제2종일반주거지역(7층이하)_00446","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6807802","127.0429706"
"878","제2종일반주거지역(7층이하)_UQA12420081218773","UQA124","제2종일반주거지역(7층이하)","UQA12420081218773","58011904","제2종일반주거지역(7층이하)"," ","37.5991735","127.0128536"
"879","제2종일반주거지역_00206","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5417132","127.0819442"
"880","제3종일반주거지역_00067","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5599596","127.0140835"
"838","제1종일반주거지역_01140","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4871572","127.0267279"
"842","제2종일반주거지역(7층이하)_00513","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6081394","126.9177905"
"844","제2종일반주거지역(7층이하)_00379","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5850849","127.0205251"
"848","제2종일반주거지역_00789","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5236821","126.8494669"
"849","제3종일반주거지역_00463","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5081238","126.841749"
"850","제1종일반주거지역_00329","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6517861","127.010667"
"851","제3종일반주거지역_00648","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4843832","127.0860777"
"852","준주거지역_4404","UQA130","준주거지역"," "," ","준주거지역"," ","37.5606827","127.0138898"
"855","제1종전용주거지역_10","UQA111","제1종전용주거지역"," "," ","제1종전용주거지역"," ","37.4651777","127.1076672"
"858","제3종일반주거지역_00033","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5679002","126.9673029"
"859","제2종일반주거지역_00096","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5592701","127.015288"
"860","제1종일반주거지역_5868","UQA121","제1종일반주거지역","100931","11000048","제1종일반주거지역"," ","37.6382069","127.070858"
"861","제2종일반주거지역_00873","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.535766","126.8438196"
"862","제2종일반주거지역_00193","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5551675","127.0325537"
"865","제3종일반주거지역_00414","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5712004","126.9568893"
"875","제3종일반주거지역_UQA12320051208094","UQA123","제3종일반주거지역","UQA12320051208094","7635","제3종일반주거지역"," ","37.5761487","126.8957032"
"867","준주거지역_4563","UQA130","준주거지역"," "," ","준주거지역"," ","37.5914518","127.0659443"
"868","제2종일반주거지역(7층이하)_00594","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5930188","126.9446225"
"869","제2종일반주거지역(7층이하)_00220","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5617216","127.0896815"
"871","제3종일반주거지역_00529","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4885612","126.8560469"
